"PRENOTAZIONE","NINGRESSO","Titolo","Autore ","Casa editrice","Disponibilità","CDD","ABBREVIAZ","SOGGETTO","ISBN","PAGINE","LUOGOEDIZ","COLLANA","ULTIMOAGG","ANNO_ED","PROGRESSIVO"
,"U05185","Unicorno nero. Ciclo di Landover, L'","Brooks, Terry","CDE","LIBRO DISPONIBILE","813.5","BRO",,," 279","Milano",,01/09/2002,"1991",5185
,"U05186","Orazio tanti colori","Quarzo, Guido","Feltrinelli","LIBRO DISPONIBILE","R  B","QUA",,,"   0","Milano","Kids. Babù, 5",16/10/2002,"1999",5186
,"U05187","Gedeone","Biet, Pascal","La Margherita","LIBRO DISPONIBILE","R  B","BIE",,,"   0","Milano",,01/11/2002,"2000",5187
,"U05188","Io e il mio mondo: attività creative per bambini dai 3 ai 6 anni","Galera Bassachs, Anna","Edizioni del Borgo","LIBRO DISPONIBILE","R 745.5","GAL","1.Lavori manuali-Libri per ragazzi, 2.Scuola materna-Attività manuali-Guide per insegnanti",," 182","Zola Predosa","Piccole mani",24/04/2003,"2000",5188
,"U05190","All'improvviso!","McNaughton, Colin","AER","LIBRO DISPONIBILE","R  A","MCN",,,"   0","Bolzano","Preston il maialino fortunato",01/11/2002,"1995",5190
,"U05191","Creare con la plastilina","Steinmeyer, Martha","Ed. Del Borgo","LIBRO DISPONIBILE","R 745.59","STE","1.Lavori con la plastilina-Libri per ragazzi",,"  22","Zola Predosa","Dire, fare, creare",11/09/2002,"2001",5191
,"U05193","Pietro Antonio Magatti, 1691-1767. A cura di Simonetta Coppa, Anna Bernrdini","AA.VV.","Silvana","LIBRO DISPONIBILE","759.5","MAG","1.Magatti, Pietro Antonio-Esposizioni-Varese-2001, 2.Magatti, Pietro Antonio-Opere-Varese (provincia)",," 254","Cinisello B.",,11/09/2002,"2001",5193
,"U05194","Zona dell'acqua morta, La","Oppel, Kenneth","Mondadori","LIBRO DISPONIBILE","R  E","OPP",,,"   0","Milano","Junior fantascienza",17/10/2002,"1999",5194
,"U05195","Assassinio sull'Orient-Express. L'assassinio di Roger Ackroyd","Christie, Agatha","CDE","LIBRO DISPONIBILE","823.9","CHR",,," 373","Milano","Collezione Agatha Christie",01/09/2002,"1991",5195
,"U05196","Magnifica estate, Una","Kingsolver, Barbara","Rizzoli","LIBRO DISPONIBILE","813.5","KIN",,," 442","Milano","Narrativa",07/09/2002,"2001",5196
,"U05197","Manuale anti-ansia per genitori","Parsi, Maria Rita","Piemme","LIBRO DISPONIBILE","155.4","PAR","1.Genitori e figli-Aspetti psicologici-Interviste, 2.Fanciulli-Psicologia-Interviste, 3.Educazione familiare-Interviste",," 333","Casale M.",,09/09/2002,"2000",5197
,"U05198","Età incerta, L'","Vigetti Finzi, Silvia - Battistin, Anna Maria","Mondadori","LIBRO DISPONIBILE","305.23","VIG","1.Adolescenti",," 377","Milano","Saggi",09/09/2002,"2001",5198
,"U05199","Falco delle nevi, Il","Harrison, Stuart","Piemme","LIBRO DISPONIBILE","823","HAR",,," 379","Casale M.",,30/01/2003,"1999",5199
,"U05200","Figli del Nilo, I","Smith, Wilbur","Longanesi & C.","LIBRO DISPONIBILE","823.9","SMI",,," 654","Milano","La Gaja Scienza, 635",01/09/2002,"2001",5200
,"U05201","Brividi d'autore. A cura di Lawrence Block","AA.VV.","Sperling & Kupfer","LIBRO DISPONIBILE","823","BRI",,," 296","Milano","I libri della mezzanotte",09/09/2002,"2001",5201
,"U05202","1984","Orwell, George","Mondadori","LIBRO DISPONIBILE","823.9","ORW",,," 326","Milano","Classici moderni",01/09/2002,"2001",5202
,"U05203","Sotto il sole della Toscana","Mayes, Frances","Rizzoli","LIBRO DISPONIBILE","818.5","MAY",,," 301","Milano","Superbur. Narrativa",05/09/2002,"2001",5203
,"U05204","Cammino, Il","MacLaine, Shirley","Sperling & Kupfer","LIBRO DISPONIBILE","248.4","MAC","1.MacLaine, Schirley-Viaggio a San Giacomo di Compostella-Diari e memorie",," 248","Milano","Esperienze",05/09/2002,"2000",5204
,"U05205","Sposa nomade. Il mio amore sul tetto del mondo, La","Karko, Kate","Mondadori","LIBRO DISPONIBILE","951","KAR","1.Korko, Kate-Diari e memorie, 2.Tibet-Usi e costumi-Diari e memorie, 3.Tibet-Cultura-Diari e memorie",," 311","Milano","Ingrandimenti",23/09/2002,"2001",5205
,"U05206","Album di famiglia","Dorrestein, Renate","Guanda","LIBRO DISPONIBILE","839.3","DOR",,," 222","Parma","Narratori della Fenice",05/09/2002,"2001",5206
,"U05207","Incas. L'ombra del puma","Daniel, Antoine B.","Mondadori","LIBRO DISPONIBILE","843.9","DAN",,," 427","Milano",,01/09/2002,"2001",5207
,"U05209","Leggende e fiabe","Hesse, Hermann","Mondadori","LIBRO DISPONIBILE","833.9","HES",,," 438","Milano","Scrittori del Novecento, 461",11/09/2002,"1981",5209
,"U05210","Dialoghi morali","Seneca, Lucius Annaeus","Eianudi","LIBRO DISPONIBILE","171","SEN",,," 377","Torino","Einaudi Tascabili Classici, 310",01/09/2002,"1995",5210
,"U05211","Stacey torna a New York","Martin, Ann M.","Mondadori","LIBRO DISPONIBILE","R  I","MAR",,," 153","Milano","Il club delle baby-sitter, 13",15/10/2002,"2000",5211
,"U05212","Sola come un gambo di sedano","Littizzetto, Luciana","Mondadori","LIBRO DISPONIBILE","858.9","LIT",,," 223","Milano","Biblioteca Umoristica Mondadori",23/09/2002,"2001",5212
,"U05213","Casa dipintas, La","Grisham, John","Mondadori","LIBRO DISPONIBILE","813.5","GRI",,," 416","Milano","Omnibus",23/09/2002,"2001",5213
,"U05214","Uomo che non poteva morire, L'","Findley, Timothy","Neri Pozza","LIBRO DISPONIBILE","813.5","FIN",,," 557","Vicenza","I narratiori delle tavole",01/09/2002,"2001",5214
,"U05215","Figlio dei ghiacci, Il","McGregor, Elizabeth","Sonzogno","LIBRO DISPONIBILE","823.9","MCG",,," 409","Milano","I romanzi",13/02/2003,"2001",5215
,"U05216","Come un dolce ben riuscito","Binchy, Maeve","Sperling & Kupfer","LIBRO DISPONIBILE","823.9","BIN",,," 501","MIlano","Pandora",06/09/2002,"2001",5216
,"U05217","Come stelle cadenti","Casati Modignani, Sveva","Sperling & Kupfer","LIBRO DISPONIBILE","853.9","CAS",,,"   0","Milano","Superbestseller, 3",01/09/2002,"2001",5217
,"U05218","American Psyco","Ellis, Bret Easton","Bompiani","LIBRO DISPONIBILE","813.5","ELL",,," 438","Milano","Tascabili, 248",01/09/2002,"2001",5218
,"U05219","Amore è come il formaggio, L'","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R  B","STI",,,"   0","Casale M.","Il battello a vapore. Storie da ridere",16/10/2002,"2000",5219
,"U05220","Palline di pane","Mastrocola, Paola","Guanda","LIBRO DISPONIBILE","853.9","MAS",,," 237","Parma","Narratori della fenice",10/04/2003,"2001",5220
,"U05221","Ossi di dinosauro","Lavatelli, Anna","Piemme","LIBRO DISPONIBILE","R  I","LAV",,,"  87","Casale M.","Il battello a vapore. Serie azzurra, 50",07/09/2002,"2001",5221
,"U05222","Per dove parte questo treno allegro","Veronesi, Sandro","Bompiani","LIBRO DISPONIBILE","853.9","VER",,," 186","Milano","Tascabili, 198",01/09/2002,"2001",5222
,"U05223","Hit Parade dell'orrore","Cox, Michael","Salani","LIBRO DISPONIBILE","R 809.3","COX","1.Letteratura dell'orrore-Libri per ragazzi",," 214","Milano","Top ten",24/04/2003,"2001",5223
,"U05224","Aristotele e la giustizia poetica","Doody, Margaret","Sellerio","LIBRO DISPONIBILE","813.5","DOO",,," 456","Palermo","La memoria, 491",11/09/2002,"2000",5224
,"U05225","Terra degli Dei, L","Tomassoni, Leonardo","Macchione","LIBRO DISPONIBILE","853.9","TOM",,,"  90","Varese","Airport",23/09/2002,"2000",5225
,"U05226","Medico di Saragozza, Il","Gordon, Noah","Rizzoli","LIBRO DISPONIBILE","813.5","GOR",,," 392","Milano","La Scala",07/09/2002,"2000",5226
,"U05227","Trucido tempo","Ganeri, Anita","Salani","LIBRO DISPONIBILE","R 551.5","GAN","1.Meteorologia-Umorismo-Libri per ragazzi, 2.Fenomeni atmosferici-Umorismo-Libri per ragazzi",," 160","Milano","Brutta Geografia",06/03/2003,"2001",5227
,"U05228","Mostro delle rocce. Il","Cross, Gillian","Mondadori","LIBRO DISPONIBILE","R  I","CRO",,,"   0","Milano","Banane rosse",28/10/2002,"2001",5228
,"U05229","Malato speciale...e altre storie, Un","Ciabattini, Giuliana","Dami","LIBRO DISPONIBILE","R  B","CIA",,,"   0","Milano","Le avventure del Dottor Thompson",01/11/2002,"2001",5229
,"U05230","Granita di mosche per il conte, Una","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R  B","STI",,,"   0","Casale M.","Il battello a vapore. Storie da ridere,",16/10/2002,"2000",5230
,"U05231","Amico in affitto, Un","Hughes, Frieda","Mondadori","LIBRO DISPONIBILE","R  B","HUG",,,"  88","Milano","Junior -8, 64",10/10/2002,"2000",5231
,"U05232","Jessi e il divo della TV","Martin,m Ann M.","Mondadori","LIBRO DISPONIBILE","R  I","MAR",,," 153","Milano","Il club delle baby-sitter, 27",15/10/2002,"2001",5232
,"U05233","Pozzo degli spiriti, Il","P. P. Strello","Piemme","LIBRO DISPONIBILE","R  O","PPS",,,"   0","Casale M.","Il battello a vapore. I brividosi, 2",24/10/2002,"2001",5233
,"U05234","Letizia e il paese senza vipere","Belardetti, Margherita","Feltrinelli","LIBRO DISPONIBILE","R  I","BEL",,," 205","Milano","Sbuk, 16",10/10/2002,"1999",5234
,"U05236","Innamorato pazzo","Carfagno, Giuseppe","Cartacanta","LIBRO DISPONIBILE","R  B","CAR",,,"   0","Milano","Ciro il piccolo",17/10/2002,"2001",5236
,"U05237","Mamma nastrino; Papà luna","Nava, Emanuela - Guicciardini, Desideria","Piemme","LIBRO DISPONIBILE","R  I","NAV",,,"   0","Casale M.","Il battello a vapore. I pirati, 30",16/10/2002,"2001",5237
,"U05238","Sentiero del lupo, Il","Dever, Joe","E. Elle","LIBRO DISPONIBILE","R  P","DEV",,,"   0","Trieste","Librogame. Lupo solitario, 25",17/10/2002,"1997",5238
,"U05239","Amico di troppo, Un","Coville, Bruce","Feltrinelli","LIBRO DISPONIBILE","R  E","COV",,," 154","Milano","Sbuk, 7",10/10/2002,"2001",5239
,"U05240","366 quiz, notizie, curiosità su indovinelli e misteri","Panini, Allegra","Mondadori","LIBRO DISPONIBILE","R 793.73","PAN","1. Quiz Per ragazzi   2. Indovinelli - Libri per ragazzi   I. Stravalaci, Mizzi",,"366","Milano",,,"1997",5240
,"U05241","Guida ai dinosauri","Osborne, Will - Osborne, Mary Pope","Piemme","LIBRO DISPONIBILE","R 567.9","OSB","1.Dinosauri-Libri per ragazzi",," 121","Casale M.","La magica casa sull'albero. Guide per co",13/02/2003,"2001",5241
,"U05242","Si, ma dov'è Biancaneve?","Disegni, Stefano - Ruggieri, Alberto","Franco Panini","LIBRO DISPONIBILE","R  B","DIS",,,"   0","Modena","Le Due Lune a Colori, 34",28/10/2002,"2001",5242
,"U05243","Città fantasma nel West, Una","Osborne, Mary Pope","Piemme","LIBRO DISPONIBILE","R  E","OSB",,,"0","Casale M.","La magica casa sull'albero, 10",24/10/2002,"2001",5243
,"U05244","Guerra degli sporcaccioni, La","Mignone, Sebastiano Ruiz","Piemme","LIBRO DISPONIBILE","R  B","MIG",,," 166","Casale M.","Il battello a vapore. Serie azzurra, 42",07/09/2002,"1999",5244
,"U05245","Io non ho paura","Ammaniti, Niccolò","Einaudi","LIBRO DISPONIBILE","853.9","AMM",,," 219","Torino","Einaudi tascabili. Stile libero, 830",01/09/2002,"2001",5245
,"U05246","Rospo alle Olimpiadi, Un","Gleitzman, Morris","Mondadori","LIBRO DISPONIBILE","R  B","GLE",,," 184","Milano","Ridere, 8",15/10/2002,"2001",5246
,"U05248","Mio amico Yeller, Il","Gipson, Fred","Pubbligold","LIBRO DISPONIBILE","813.5","GIP",,," 155","Milano",,14/09/2002,"1997",5248
,"U05249","Navi vichinghe all'orizzonte","Osborne, Mary Pope","Piemme","LIBRO DISPONIBILE","R  E","OSB",,,"0","Casale M.","La magica casa sull'albero, 15",24/10/2002,"2001",5249
,"U05250","Artiglio di Naar, L'","Dever, Joe","E. Elle","LIBRO DISPONIBILE","R  P","DEV",,,"   0","Trieste","Librogame. Lupo solitario, 27",17/10/2002,"1998",5250
,"U05251","Giù la zip","Masini, Beatrice","Fabbri","LIBRO DISPONIBILE","R 853.9","MAS",,," 109","Milano","Contrasti",17/10/2002,"2000",5251
,"U05252","Ofelia, vacci piano!","Nanetti, Angela","Einaudi","LIBRO DISPONIBILE","R  B","NAN",,," 147","Torino","Einaudi Ragazzi. Storie e rime, 145",10/10/2002,"2001",5252
,"U05253","E-mail","Pope, James","Mondadori","LIBRO DISPONIBILE","R  K","POP",,," 137","Milano","Junior gaia",13/10/2002,"2000",5253
,"U05254","Prigioniero di Kaag, Il","Dever, Joe","E. Elle","LIBRO DISPONIBILE","R  P","DEV",,,"   0","Trieste","Librogame. Lupo solitario, 14",17/10/2002,"1991",5254
,"U05256","Diavolo al mulino, Il","Piumini, Roberto","Emme","LIBRO DISPONIBILE","R  O","PIU",,,"   0","Trieste","Storie di paura",01/11/2002,"2001",5256
,"U05257","Dal diario di una bambina troppo occupata","Bordiglioni, Stefano - Badocco, Manuela","Einaudi","LIBRO DISPONIBILE","R  I","BOR",,," 144","Torino","Einaudi Ragazzi. Storie e rime, 127",10/10/2002,"2000",5257
,"U05258","Finale di romanzo in Patagonia","Giardinelli, Mempo","Guanda","LIBRO DISPONIBILE","918.204","GIA","1.Patagonia-Descrizioni e viaggi",,"   0","Parma","Biblioteca della Fenice. I viaggi",07/09/2002,"2000",5258
,"U05259","L'hai voluta la vacanza, Stilton?","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R  B","STI",,,"   0","Casale M.","Il battello a vapore. Storie da ridere",16/10/2002,"2000",5259
,"U05260","Buchi nel deserto","Sachar, Louis","Piemme","LIBRO DISPONIBILE","R  I","SAC",,," 279","Casale M.","Il battello a vapore. Serie arancio, 51",07/09/2002,"2001",5260
,"U05261","Vita è una bomba!, La","Garlando, Luigi","Piemme","LIBRO DISPONIBILE","R  I","GAR",,," 117","Casale M.","Il battello a vapore. Serie arancio, 52",07/09/2002,"2001",5261
,"U05262","Che musica all'alberego bestiale!","Ambjornsen, Ingvar","Feltrinelli","LIBRO DISPONIBILE","R  B","AMB",,,"   0","Milano","Kids. Sbuk, 39",17/10/2002,"2001",5262
,"U05263","Capitan Mutanda contro i malefici zombi babbei","Pilkey, Dav","Piemme","LIBRO DISPONIBILE","R  F","PIL",,," 141","Casale M.","Il battello a vapore. Serie azzurra, 49",07/09/2002,"2001",5263
,"U05265","Manuale horror per piccoli lupi","Whybrow, Ian","Fabbri","LIBRO DISPONIBILE","R  O","WHY",,,"   0","Milano","I delfini, 144",24/10/2002,"2001",5265
,"U05266","Anastasia e suo fratello","Lowry, Lois","Mondadori","LIBRO DISPONIBILE","R  I","LOW",,,"   0","Milano","I libri di Anastasia, 9",26/10/2002,"2000",5266
,"U05267","Molte vite, molti maestri","Weiss, Brian","Mondadori","LIBRO DISPONIBILE","133.9","WEI","1.Reincarnazione",," 177","Milano","Nuovi misteri",09/09/2002,"1998",5267
,"U05268","Finale di romanzo in Patagonia","Giardinelli, Mempo","Guanda","LIBRO DISPONIBILE","918.204","GIA","1.Patagonia-Descrizioni e viaggi",," 222","Parma","Biblioteca della fenice. I viaggi",29/09/2002,"2001",5268
,"U05269","Orsi bianchi al Polo Nord","Pope Osborne, Mary","Piemme","LIBRO DISPONIBILE","R  E","POP",,,"   0","Casale M.","La magica casa sull'albero, 12",24/10/2002,"2001",5269
,"U05270","Non arrenderti, Valentina!","Petrosino, Angelo","Piemme","LIBRO DISPONIBILE","R  I","PET",,,"   0","Casale M.","Il battello a vapore. Serie arancio, 27",07/09/2002,"1996",5270
,"U05271","Avventura nell'antica Cina","Osborne, Mary Pope","Piemme","LIBRO DISPONIBILE","R  E","OSB",,,"0","Casale M.","La magica casa sull'albero, 14",24/10/2002,"2001",5271
,"U05273","Harry e la banda delle decrepite","Temperley, Alan","Piemme","LIBRO DISPONIBILE","R  I","TEM",,," 318","Casale M.","Il battello a vapore. Serie arancio, 48",07/09/2002,"2000",5273
,"U05274","Giochi di guerra","McFarlane, Peter","Mondadori","LIBRO DISPONIBILE","R 823","MCF",,," 264","Milano","Supertrend",10/10/2002,"2000",5274
,"U05275","Ritorno dello spaventapasseri, Il","P. P. Strello","Piemme","LIBRO DISPONIBILE","R  O","PPS",,,"   0","Casale M.","Il battello a vapore. I brividosi, 1",24/10/2002,"2001",5275
,"U05276","Mitica musica","Cox, Michael","Salani","LIBRO DISPONIBILE","R 780","COX","1.Musica-Umorismo-Libri per ragazzi, 2.Musica leggera-Umorismo-Libri per ragazzi",," 159","Milano","Una cultura pazzesca",24/04/2003,"1999",5276
,"U05277","J. K. Rowling. La maga dietro Harry Potter","Shapiro, Marc","Fanucci","LIBRO DISPONIBILE","R 823.9","SHA","1.Rowling, Joanne K.-Libri per ragazzi, 2.Harry Potter (personaggio letterario)-Libri per ragazzi",," 119","Roma",,06/03/2003,"2000",5277
,"U05278","Guida al Medioevo","Osborne, Will - Osborne, Mary Pope","Piemme","LIBRO DISPONIBILE","R 940.1","OSB","1.Castelli-Sec. X-XV-Libri per ragazzi, 2.Europa-Civiltà-Sec. X-XV-Libri per ragazzi, 3.Europa-Vita sociale-Sec. X-XV-Libri per ragazzi",,"121","Casale M.","La magica casa sull'albero. Guide per co",,"2001",5278
,"U05279","Rivoltanti romani, I","Deary, Terry - Birattari, Massimo","Salani","LIBRO DISPONIBILE","R 937.6","DEA","1.Roma antica-Umorismo-Libri per ragazzi",," 127","Milano","Brutte storie",30/01/2003,"1999",5279
,"U05280","Pacco postale di nome Michele Crisman, Un","Comida, Luciano","E. Elle","LIBRO DISPONIBILE","R  K","COM",,,"   0","Trieste","Le letture",17/10/2002,"2000",5280
,"U05281","Arte atroce","Cox, Michael","Salani","LIBRO DISPONIBILE","R 700","COX","1.Arte-Umorismo-Libri per ragazzi",," 187","Milano","Una cultura pazzesca",24/04/2003,"2000",5281
,"U05282","Pirati a Rapallo","Mignone, Sebastiano Ruiz - Quarzo, Guido","Piemme","LIBRO DISPONIBILE","R  H","RUI",,," 171","Casale M.","Il battello a vapore. Serie arancio, 53",07/09/2002,"2001",5282
,"U05283","Casa del coniglio bianco, La","Parent, Marc","Sperling & Kupfer","LIBRO DISPONIBILE","813.5","PAR",,," 223","Milano","Parole",06/03/2003,"2001",5283
,"U05284","Che cos'è l'antisemitismo? Per favore rispondete","Levi, Lia","Mondadori","LIBRO DISPONIBILE","R 305.892","LEV","1.Antisemitismo-Libri per ragazzi",,"  79","Milano",,23/09/2002,"2001",5284
,"U05285","Aldabra, la tartaruga che amava Shakespeare","Gandolfi, Silvana","Salani","LIBRO DISPONIBILE","R  K","GAN",,," 135","Firenze","I libri di Silvana Gandolfi",10/10/2002,"2000",5285
,"U05286","Caso della scimmia scomparsa, Il","Rylant, Cynthia","Mondadori","LIBRO DISPONIBILE","R  B","RYL",,,"   0","Milano","Banane blu",28/10/2002,"2001",5286
,"U05287","Harry Potter e il prigioniero di Azkaban","Rowling, Joanne K.","Salani","LIBRO DISPONIBILE","R  E","ROW",,,"   0","Firenze",,26/10/2002,"2000",5287
,"U05288","Bullismo a scuola. Ragazzi oppressi, ragazzi che opprimono","Olweus, Dan","Giunti","LIBRO DISPONIBILE","371.5","OLW","1.Alunni-Comportamento, 2.Aggressività-Infanzia",," 125","Firenze","Saggi",12/09/2002,"1996",5288
,"U05289","Limonata magica, La","Dunbar, Joyce","Mondadori","LIBRO DISPONIBILE","R  B","DUN",,,"   0","Milano","Banane blu",28/10/2002,"2001",5289
,"U05290","Efesto il dio del fuoco dei vulcani","Quarenghi, Giusi","Mondadori","LIBRO DISPONIBILE","R  C","QUA",,,"   0","Milano","Banane oro",24/10/2002,"2001",5290
,"U05291","Lettere morali a Lucilio","Seneca, Lucius Annaeus","Mondadori","LIBRO DISPONIBILE","188","SEN",,," 612","Milano",,14/09/2002,"1994",5291
,"U05292","Sei tu la Primavera?","Pitcher, Caroline","Mondadori","LIBRO DISPONIBILE","R  B","PIT",,,"   0","Milano","Mi leggi una storia?",01/11/2002,"2001",5292
,"U05294","Bruco che imparò a ruggire, Il","Lawrence, Michael","Mondadori","LIBRO DISPONIBILE","R  B","LAW",,,"   0","Milano","Mi leggi una storia?",01/11/2002,"2001",5294
,"U05295","Gelsomino nel paese dei bugiardi","Rodari, Gianni","Editori Riuniti","LIBRO DISPONIBILE","R  I","ROD",,," 163","Roma","Matite italiane",13/10/2002,"2000",5295
,"U05296","Signorina Ficcanaso...ealtre storie, La","Ciabattini, Giuliana","Dami","LIBRO DISPONIBILE","R  B","CIA",,,"   0","Milano","Le avventure del Dottor Thompson",01/11/2002,"2001",5296
,"U05297","Giornata faticosa...ealtre storie, Una","Ciabattini, Giuliana","Dami","LIBRO DISPONIBILE","R  B","CIA",,,"   0","Milano","Le avventure del Dottor Thompson",01/11/2002,"2001",5297
,"U05298","Giulia B. e il primo giorno di scuola","Park, Barbara","Mondadori","LIBRO DISPONIBILE","R  I","PAR",,,"   0","Milano","Giulia B.",26/10/2002,"2001",5298
,"U05299","Pugni, pupe e...patate","O'Loosy, Burt - Wolf, Matt","Dami","LIBRO DISPONIBILE","R  D","OLO",,,"   0","Milano","Le indagini di Dick Rabbit, 2",16/10/2002,"2001",5299
,"U05300","Magico soffio di vento estivo, Un","Copercini, Sara Giulia","EsseffEdizioni","LIBRO DISPONIBILE","R  B","COP",,,"   0","Milano","La Penna Magica",17/10/2002,"2001",5300
,"U05301","Caso spinoso, Un","O'Loosy, Burt - Wolf, Matt","Dami","LIBRO DISPONIBILE","R  D","OLO",,,"   0","Milano","Le indagini di Dick Rabbit, 4",16/10/2002,"2001",5301
,"U05302","Giulia B. e il fratellino-scimmia","Park, Barbara","Mondadori","LIBRO DISPONIBILE","R  I","PAR",,,"   0","Milano","Giulia B.",26/10/2002,"2001",5302
,"U05303","Giulia B. ha la lingua lunga","Park, Barbara","Mondadori","LIBRO DISPONIBILE","R  I","PAR",,,"   0","Milano","Giulia B.",01/11/2002,"2001",5303
,"U05304","Giulia B. sbircia e spia","Park, Barbara","Mondadori","LIBRO DISPONIBILE","R  I","PAR",,,"   0","Milano","Giulia B.",01/11/2002,"2001",5304
,"U05305","Mille e una note, Le","Piumini, Roberto","Fabbri","LIBRO DISPONIBILE","R 784.19","PIU","1.Strumenti musicali-Primi libri",,"  77","Milano","I Delfini, 87",10/10/2002,"1999",5305
,"U05306","Mummia: il ritorno, La","Whitman, John","Sperling & Kupfer","LIBRO DISPONIBILE","R  O","WHI",,," 158","Milano","Pandora junior, 29",17/04/2003,"2001",5306
,"U05307","Che guaioi, i genitori a scuola!","Bloom, Becky","Ape junior","LIBRO DISPONIBILE","R  B","BLO",,,"   0","Milano",,01/11/2002,"2001",5307
,"U05311","Everworld: Senna è scomparsa","Applegate, K. A.","Mondadori","LIBRO DISPONIBILE","R  E","APP",,,"   0","Milano",,17/10/2002,"2001",5311
,"U05312","Gocce di lago","Spartà, Gianni","Macchione","LIBRO DISPONIBILE","914.522","SPA","1.Lago di Varese, 2.Lago di Varese-Risanamento, 3.Lago di Varese (territorio)-Condizioni economiche e sociali",,"  80","Varese","Jeans idee giovani",11/09/2002,"2001",5312
,"U05313","Cugina di Valentina, La","Petrosino, Angelo","Piemme","LIBRO DISPONIBILE","R  K","PET",,," 201","Casale M.","Il battello a vapore. Valentina, 6",15/10/2002,"2001",5313
,"U05314","Antigua, vita mia","Serrano, Marcela","Feltrinelli","LIBRO DISPONIBILE","863","SER",,," 295","Milano","I narratori",01/09/2002,"2000",5314
,"U05315","Meditazione per tutti","Silvani, Franca","Futura","LIBRO DISPONIBILE","158","SIL","1.Meditazione",," 118","s.l.",,09/09/2002,"1998",5315
,"U05316","saggezza antica. Terapia per i mali dell'uomo d'oggi","Reale, Giovanni","Cortina","LIBRO DISPONIBILE","180","REA","1.Filosofia greca-Fortuna",," 262","Milano","Scienza e idee",14/09/2002,"1995",5316
,"U05317","Incantesimo","Venturi, Maria","Rizzoli","LIBRO DISPONIBILE","853.9","VEN",,," 283","Milano","I libri di Maria Venturi",01/09/2002,"2000",5317
,"U05318","Jack Frusciante è uscito dal gruppo","Brizzi, Enrico","Baldini & Castoldi","LIBRO DISPONIBILE","853.9","BRI",,," 173","Milano","I Nani. Vita sentimentale",29/05/2003,"2000",5318
,"U05319","Ci tengo alla pelliccia, io!","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R  B","STI",,,"   0","Casale M.","Il battello a vapore. Storie da ridere,",16/10/2002,"2000",5319
,"U05320","Castello di Zampaciccia Zanzamiao, Il","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R  B","STI",,,"   0","Casale M.","Storie da ridere, 16",01/11/2002,"2001",5320
,"U05321","Nel regno di Tovaglia l'ira della strega vampira","Aquilino","E. Elle","LIBRO DISPONIBILE","R  C","AQU",,,"   0","Trieste","Le letture",28/10/2002,"2000",5321
,"U05322","Orchetto smemorato, L'","Bordiglioni, Stefano","E. Elle","LIBRO DISPONIBILE","R  B","BOR",,,"   0","Trieste","Le letture",17/10/2002,"2000",5322
,"U05323","V come Valentina","Petrosino, Angelo","Piemme","LIBRO DISPONIBILE","R  I","PET",,," 213","Casale M.","Il battello a vapore. Valentina, 1",15/10/2002,"2001",5323
,"U05324","Valentin è malato","Wensell, Paloma - Wensel, Ulises","Ravensburger","LIBRO DISPONIBILE","R  B","WEN",,,"   0","Ravensburg",,31/10/2002,"2001",5324
,"U05325","Valentin non avere paura!","Wensell, Paloma","Ravensburger","LIBRO DISPONIBILE","R  B","WEN",,,"   0","Ravensburg",,31/10/2002,"2001",5325
,"U05326","Segreto dei colori : primo sguardo alla natura della luce, Il","Panini, Allegra","Mondadori","LIBRO DISPONIBILE","J 535","PAN","1. Colori - Primi libri   2. Luce - Primi libri   I. Jelenkovich, Barbara",,"27","Milano","Banane verdi ; 11",,"2001",5326
,"U05327","Imparo a disegnare i mostri","Legendre, Philippe","EL","LIBRO DISPONIBILE","J 743","LEG","1. Creature fantastiche - Disegno - Primi libri",,"1 v.","Trieste","Imparo a disegnare",,"2000",5327
,"U05328","Valentin dove vai?","Wensell, Paloma - Wensell, Ulises","Ravensburger","LIBRO DISPONIBILE","R  B","WEL",,,"   0","Ravensburg",,31/10/2002,"2001",5328
,"U05329","Strega di Blackberry Bottom, La","Hing-Smith, Dick","Feltrinelli","LIBRO DISPONIBILE","R  I","KIN",,,"   0","Milano","Kids. Sbuk, 43",17/10/2002,"2001",5329
,"U05330","Da quando mi lasciasti","Venturi, Maria","Rizzoli","LIBRO DISPONIBILE","853.9","VEN",,," 221","Milano","I libri di Maria Venturi",09/09/2002,"2001",5330
,"U05331","Ragazza con l'orecchino di perla, La","Chevalier, Tracy","Neri Pozza","LIBRO DISPONIBILE","823","CHE",,," 237","Vicenza","I narratori delle tavole",07/09/2002,"2000",5331
,"U05332","In caso di disgrazia","Simenon, Georges","Adelphi","LIBRO DISPONIBILE","843.9","SIM",,," 179","Milano","Biblioteca Adelphi, 409",01/09/2002,"2001",5332
,"U05333","Mia vita su un piatto, La","Knight, India","fELTRINELLI","LIBRO DISPONIBILE","823.9","kni",,," 255","Milano","I canguri",04/09/2002,"2001",5333
,"U05334","Persona e personaggio nel teatro di Pirandello","Rigolis, Giorgio","Amministrazione Provinciale","LIBRO DISPONIBILE","852.9","PIR","1.Pirandello, Luigi-Opere teatrali-Personaggi",,"  36","Varese",,14/09/2002,"1999",5334
